comment,score,en
"ทำโรงพยาบาลดูดีจริงแต่ที่จอดรถแย่มากทั้งเก่าทั้งแคบ วันนี้จอดรถแบบซ้อนคัน พอขากลับเจอรถโดนจูบทั้งหน้าหลังเลย และที่สำคัญไม่มียามคอยดูแลบริเวณนั้นเลย คาดว่าคงมีคนเข็นแล้วมาชนติดๆกันขนาดนี้ ไม่เข้าใจเลย จ่ายค่ารักษาพยาบาลคืนละ40,000 แต่คุณภาพต่ำกว่าระดับรพ.รัฐอีก เวลาเรียกพยาบาลแต่ละคนก็ทำหน้าตาเหมือนไม่รับแขก เทียบกับที่อื่นไม่ได้เลย ไปรพ.มาหลายที่ ยินดีด้วยที่นี่แย่ที่สุดเลยค่ะ",1,"The hospital looks really good, but the parking is terrible, both old and narrow. Today, parking is stacked. Once he found the car, kissed both the front and back. And most importantly, there is no guard to look after that area at all Expect that people may have a wheelchair and collide next to each other this size, do not understand at all, pay 40,000 medical bills per night. But the quality is lower than the state hospital level again When calling each nurse, they look like they do not receive guests. Cannot be compared to other places Went to many hospitals Congratulations, this place is the worst."
นึกว่ามาโรงแรม 5ดาว.....555…,5,I thought that I came to the hotel. 5 stars ..... 555 ...
แพทย์ พยาบาล และเจ้าที่ทุกฝ่ายบริการดีมากค่ะ,5,"Doctors, nurses and the staff at all departments are very good."
บริการดี รอไม่นาน คุณหมอให้คำแนะนำในการรักษาดี,4,Good service. Wait a moment. The doctor gave good treatment advice.
โรงบาลชนิดธุรกิจ ยาก็ย้างนอกถูกกว่าเยอะ คนจนเข้าไม่ได้ แพงมาก คลีนิกข้างนอกโรคหวัด 3-6 ร้อยที่นี่เป็นพันๆ ต้องรักษาโรคประสาทต่อเพราะจน,2,Business type hospital Medicine is much cheaper. Poor people can not get very expensive. Clinics outside colds 3-6 hundred. Here are thousands. Had to continue treating neurosis because
การบริการดีเยี่ยม ทั้งห้องพัก และคนไข้ รู้สึกปลอดภัยและไว้วางใจที่จะฝากคนสำคัญไว้ให้ดูแลค่ะ,5,"The service is excellent, both the rooms and patients feel safe and trust to leave important people to take care of."
โรงพยาบาลกว้างๆๆๆๆไม่มีแม้แต่เจ้าหน้าที่แนะนำว่าจะควรเดินไปทางไหน ห้องอะไรอยู่ตรงไหน พอลงทะเบียนเสร็จบอกให้เดินขึ้นไปสูติชั้น2ค่ะ ขึ้นไปมีแยกขวาแยกซ้าย ก็ไม่มี จนท มารับสีกคน ป้ายก็ไม่มีเขียนสูติ หลังจากเดินไปก็ถามแม่บ้านถูพื้น จนเจอแผนก ที่สำคัญที่สึดคือ ในห้องไม่ทีใครเลย เราเป็นคิวเดียวคนเดียว ไปถึง18.20กว่าๆ ได้พบหมอตอน 19.30 น.ค่ะ คิวไม่มี!! ขอเจาะเลือด ก็ยังไม่มีคนไข้มีเราคนเดียว รอเจาะเลือดอีก20นาที จนต้องเดินไปถามพยาบาลว่า รีบหน่อยได้มั๊ยคะจะต้องขับรถกลับ ตจว อีก5นาทีต่อมา ถึงเรียกเราเข้าไป นี่หรอค่ะ รพ.มีชื่อเสียง?? เอกชนราคาแพง?? นึกว่าโรงพยาบาลรัฐบาล ที่แรกตั้งใจว่าจะรักษาที่นี่ คิดไปคิดว่ารอขนาดนี้ตายแน่ ปกติไปพยาไท2 เปรียบเทียบกันแล้วพยาไทดีกว่าเยอะมากค่ะ,5,"The hospital is wide, not even staff, which direction to walk What room is where When the registration is completed, tell to walk up to the 2nd floor obstetrics. Up to the right, the left is not available until receiving the color After walking, I asked the housekeeper to mop the floor until I found an important department that is In the room, no one We are the only one queue. Arrive at 18.20 and see the doctor at 7:30 pm. No queue !! There is still no one patient. Wait another 20 minutes for blood collection Until having to walk to ask the nurse Can you hurry? Will you have to drive back 5 minutes later? Why did you call us in? Is the hospital famous? Private expensive ?? I thought that the government hospital At first, intended to be maintained here. I think that waiting for this will definitely die. Usually, Phaya Thai 2 compares well. Phaya Thai is a lot better."
หมอดีจริงๆ หมอใจดีมาก,5,The doctor is really good. The doctor is very kind.
บริการดี !!!! ถูกใจคะ ! พนักงาน ยิ้มแย้ม ชอบๆๆๆๆ,4,Good service !!!! Pleasing! The staff are smiling. I really like it.
คุณหมอดีมาก ที่จอดรถยากหน่อยวนตั้งนานกว่าจะจอดได้,5,The doctor is very good. Parking is a bit difficult for a long time to park.
ขอเปลี่ยนร้านอาหารในโรงอาหารได้ไหมครับ ขาดซึ่งความอร่อยเลย ชื่อว่าร้านดัง แต่ไม่ใช่เลย ยกตัวอย่าง ข้างหน้าไก่ห้าแยก ไม่ใช่ ลองไปทานที่ห้าแยกดู คนละเรื่องกันเลย ร้านอื่นๆขอเหมือนๆกัน บางร้านเอาคนต่างด้าวมาทำ มันไม่ใช่นะครับ คนดูแลเรื่องนี้ น่าจะลงไปดูแลบ้าง เสียชื่อหมด,3,"Can I change the restaurant in the cafeteria? Lacking any deliciousness The name of the restaurant is famous, but not at all. For example, in front of the five-way chicken, don't try to go to the five-way intersection. It's a different story. Other shops request the same. Some shops take aliens to do It's not The person who takes care of this Should go down and take care of some of the infamous names"
"ต้องปรับปรุงเรื่องป้ายบอกทางให้ชัดเจน และแก้ไขพื้นที่รับส่งผู้มาใช้บริการเพิ่มเติม ,การทำความสะอาดห้องน้ำยังไม่ผ่าน",3,"The road signs have to be improved clearly. And amend areas to send additional users , Bathroom cleaning is not over yet."
รักษาที่นี่มาหลายปี ปีนึงหลายหน การบริการดีมาก ต้อนรับตั้งแต่ก้าวขาลงหน้าโรงพยาบาล หมอตรวจเกือบทุกแผนกตรวจดีมากนะ ให้คำอธิบายดีตรวจละเอียด ไม่ใช่หมอมองหน้าแล้วถามอาการแล้วจ่ายยา สถานที่สะอาด ต้องปรับปรุงในส่วนการเงินคือคิวรันมั่วมาก รอไปรอมาจนบางทีงงเมื่อไหร่จะถึง โดยรวมถือว่าโอเครการบริการประทับใจ เครื่องมืออุปกรณ์ทันสมัย,5,"Have been here for many years and one year and the service is great. Welcome since stepping down in front of the hospital. The doctor checked almost every department. Very good. Give a good explanation, examine thoroughly Not a doctor, look at the face and ask for symptoms and then dispense medication. The place is clean. Need to improve. Waiting. Waiting. Waiting. Sometimes confused. When will it arrive? Overall, it is considered OK, the service is impressive. Modern equipment"
บริการดีมากสะดวกสะบายพยาบาลน่ารักทุกคน,4,"Very good service, convenient, convenient, lovely nurse, everyone."
รักษา กับ โรงพยาบาลกรุงเทพ 20 กว่าปี มาแล้วทั้ครอบครัว ขอขอบคุณ ในการดูแล สุขภาพที่ดีเยี่ยม มาตลอดครับ ด้วยความเคารพอย่างสูงยิ่ง,5,Treated with Bangkok Hospital for over 20 years. All the family would like to thank you for your excellent health care all the time.
บริการดีค่ะ. เจ้าหน้าที่สุภาพ. น่ารัก. สถานที่สะอาด,1,Good service. Polite staff. Cute. Clean place.
บริการดีมากคับ ลูกค้าประกันชีวิต ก็ใช้บริการที่นี่,5,Very good service. Life insurance customers Use the service here
ดีครับผมพาน้องมารักษาที่นี่หมอที่นี่ดีมากๆครับ,4,It's good. I brought you to get treatment here. The doctor here is very good.
ที่นี่เหมือนเลือกปฏิบัติมาก บริการคนต่างชาติดีนะ แต่สำหรับคนไทย นี่แบบไปตรวจสุขภาพทำวีซ่า ให้เรารอ ชม. ครึ่ง ถามย้ำหลายรอบว่ายังไม่ได้ปัจสาวะหรอคะ แต่ไม่ยอมไปดูที่ตระกร้าเลย ว่ามีนานแล้ว สรุปให้รอ ชม กว่า เพื่ออะไร งง.. บริการก็ไม่ดี เจ้าหน้าที่ พยาบาล และหมอ นี่เดินคุยกันเรื่องไร้สาระมาก ไม่ได้เกี่ยวกับงานแล้วให้ คนมาใช้บริการรอ รออะไรก็ไม่แจ้ง ทั้งๆที่ตรวจหมดทุกอย่างแล้ว ควรปรับปรุงนะคะ องค์กรจะได้น่าอยู่มากขึ้น...,2,"This is like a very discriminating practice. Service for foreigners is good. But for Thai people This is like a health check, visa granted for us for half an hour. Repeatedly asked many times that it is not yet a problem. But refusing to go to the basket to see that there is a long time to conclude, waiting to watch over for nothing .. Confused service is not good. Nurse staff and doctors walked talking about nonsense. Not related to work People come to use the service to wait. Waiting for anything but not informing In spite of everything already checked Should improve Organizations will be more livable ..."
สะอาดสะอ้าน เจ้าหน้าที่เอาใจใสเป็นกันเองดีมากๆ,5,"Clean, friendly staff, very friendly"
ทุกครั้งที่เจ็บป่วยก็จะไปที่นี่ค่ะ ทั้งแพทย์และพยาบาลมีความชำนาญ สถานที่และเครื่องมือแพทย์ก็ใหม่และสะอาดเสมอ เจ้าหน้าที่บริการดี และราคาก็ไม่แพงเกินไป,5,"Every time he gets sick, he goes here. Both doctors and nurses are skilled. Medical facilities and facilities are always new and clean. Good service staff And the price is not too expensive"
เข้าใจความต้องการของคนไข้ดีมาก คุณแม่รักษามะเร็งตับในวัย82ปีที่นี่ไม่ทรมาน และหายแล้วปัจจุบันแข็งแรงดีเหมือนตอนไม่ป่วยคะ,4,"Understand the needs of patients very well Mother, treating liver cancer at the age of 82 years, does not suffer And recovered. Nowadays, it is as good as when not sick."
เข้ารักษาตัวที่โรงพยาบาลด้วยอาการปวดหัวและอาเจียนวันที่9/9/59 พักห้อง1108 หมอดูแลดีมาก พยาบาลดูแลดีมากคะ เสียอย่างเดียววันสุดท้าย สั่งอาหารเที่ยงทานก่อนออกจากโรงพยาบาล สรุปซุปเห็ดบูดเสียชิมไปคำแรกมีรสชาติเปรี่ยวอย่างชัดเจน เลยโทรบอกพยาบาลประจำชั้นและพยาบาลแจ้งแผนกอาหารนำมาเปลี่ยนใหม่ให้แต่ ดิฉันคิดว่า อาหารของคนไข้ควรมีมาตฐานที่ดีกว่านี้ แล้วถ้าดิฉันไม่เคยซุปเห็ดมาก่อนแล้วคิดว่ารสชาติต้องเป็นแบบนี้แล้วท้องเสีย ทางโรงพยาบาลจะรับผิดชอบอย่างไร? เพราะโรงพยาบาลกรุงเทพ คือโรงพยาบาลเอกชนที่มีค่ารักษาค่อนข้างสูงมาก!!!!! ควรจะปรับปรุงคะในจุดนี้ แต่ในเรื่องของการบริการดีมากทุกอย่างยกเว้นวันสุดท้ายก่อนออกแค่เรื่องอาหารเรื่องเดียวคะ,4,"Be hospitalized with headaches and vomiting. Day 9/9/16 Room 1108 The doctor was very good, the nurse was very good. Only one last day Order lunch before leaving the hospital. In conclusion, spoiled mushroom soup tasted bad. The first bite tasted clear. Therefore called the class nurse and the nurse informed the food department to change it for me, but I think that the patient's food should have a better standard. And if I had never had mushroom soup before and thought that the taste had to be like this, then diarrhea How will the hospital be responsible? Because Bangkok Hospital Is a private hospital that has a relatively high treatment fee !!!!! Should improve at this point But in terms of service, everything is great except for the last day before leaving just about food."
ใช้บริการและฝากสุขภาพไว้กับรพกรุงเทพตลอด คุณพ่อเป็นเส้นเลือดหัวใจโป่งพองเปลี่ยนเส้นเลือดสำเร็จมา5-6ปีแล้ว ตัวเองเป็นภูมิแพ้และไซนัส ทีมแพทย์มีความชำนาญ อุปกรณ์การแพทย์เพรียบพร้อมและทันสมัย พยาบาลดูแลผู้ป่วยดีมาก ไม่ผิดหวังที่ไว้วางใจโรงพยาบาลกรุงเทพให้ดูแลสุขภาพครอบครัวมาตลอดค่ะ,5,"Use the service and leave health with Bangkok Hospital throughout Father has been a coronary artery aneurysm successfully changed for 5-6 years. Yourself is allergic and sinus. Professional medical team Fully equipped, modern medical equipment The nurses looked after the patients very well. Not disappointed to trust Bangkok Hospital to take care of family health throughout."
คุณแม่ไปครอบฟันเกือบตายค่ะ หมอไม่ดูประวัติคนไข้เลยว่ามีปัญหาเกี่ยวกับหัวใจ หลังจากทำฟันเสร็จคุณแม่ลุกไม่ขึ้นพยาบาลบอกว่านอนนานก็แบบนี้ สักพักคุณแม่ลุกจากเตียงแล้วเดินไปเข้าห้องน้ำเกิดอาการทางหัวใจเต้นช้า หมอที่ทำฟันไม่สนใจเลย พยาบาลส่งเข้าห้องฉุกเฉินระหว่างนั้นดิฉันไม่ได้อยู่โรงบาลด้วย ติดธุระที่บ้าน คุณพ่อไปด้วยกับคุณแม่ แล้วไม่ได้เอาบัตรเครดิตไป คือไปชำระเงินสดทำฟันแล้วสองหมื่นกว่าบาท อาการคุณแม่ไม่ดีเลยทางห้องฉุกเฉินแนะนำให้เอดมิด แต่พยาบาลแจ้งว่าต้องจ่ายเงินค่าห้องก่อนเข้...,1,"Mother almost went to the teeth to die. The doctor didn't look at the patient's history of heart problems. After finishing the teeth, the mother could not rise. The nurse said that he slept for a long time. After a while, the mother got out of bed and walked to the bathroom causing a slow heartbeat. The dentist does not care at all. The nurse sent me to the emergency room. During that time, I wasn't in the hospital. Busy at home Father went with mother And didn't take the credit card With over twenty thousand baht in dental payments The mother's condition is not good. The emergency room recommends Edid. But the nurse informed me that he had to pay the room fee before ..."
การดูแลผู้ป่วยดีมาก ใส่ใจ เอาใจใส่ ไปคนเดียวก็ไม่กลัว ค่ารักษาพยาบาลแพงแต่ดีจริง ขอบคุณนะคะที่ดูแลกัน,5,"Care for patients is very attentive and caring, not afraid. Medical expenses are expensive but good. Thank you for looking after"
บริการที่ห้องฉุกเฉิน รวดเร็ว เครื่องมือพร้อม ทราบผลเร็ว (ในด้านการพักฟื้นรักษาตัวของผู้ป้วยที่ห้องพัก รู้สึกว่าคุณภาพการให้บริการลดลง),4,"Service at the emergency room, fast, tools with quick results (in terms of rehabilitation of the patients at the room. Felt that the service quality was reduced)"
บริการดีมากๆค่ะ,5,Very good service
ประทับทุกคนเลยคะ พยาบาลก็ยิ้มแย้ม คุณหมอก็ไม่ใช่แค่ตรวจๆๆ แต่ยังให้คำแนะนำเพิ่มเติ่มที่มีประโยชน์ดีอีกด้วย,5,Imprint everyone The nurse smiled. The doctor is not just an examination. But also provides suggestions for good benefits as well
หมอเก่งมากครับชัวิตผมดีขึ้นก็ได้คุณที่นีรักษา,3,The doctor is very good. I can improve my life.
คลอดลูกไปเมื่อ14เมษายนที่ผ่านมา ต้องขอบคุณคุณหมอมากๆสำหรับการดูแลกันมาช่วงฝากครรภ์และทำให้การผ่าคลอดผ่านไปได้ด้วยดีและแผลเรียบร้อยมากๆค่ะ (อ.ตวงสิทธิ์) และประทับใจพยาบาลวอร์ดเนิร์สเซอรี่มากๆค่ะ ที่ดูแลเราแม่ลูกเป็นอย่างดี ใช้บริการที่นี่มานาน แผนกนี้น่ารักสุดๆ,5,Giving birth on 14 April Thanks to the doctor very much for the care during the antenatal care and the cesarean section went well and the wound was very neat. (Teacher Duangsit) and was very impressed with Ward Nurse Nursery. That takes good care of our mother and child Have been using the service here for a long time This department is super cute.
บริการดีมากๆ หมอ พยาบาล การจ่ายยา ราคาก็อืม... แพงตามความดีนะแหละ คริๆ,4,"The service is very good, doctors, nurses, medicine dispensing, the price is hmm ... expensive as according to goodness."
คุณหมอพูดเพราะบริการดีมากครับ พึ่งไปตรวจสุขภาพมา,2,The doctor said because the service is very good. Just checked for health
คุณหมอเก่ง บริการดีมาก,5,"Doctor Keng, very good service."
ดูแลดีคุณหมอให้คำแนะนำดูแลสุขภาพให้แข็งแรง,5,"Take good care, doctor give advice, take care healthy"
ไปมามะวานแก้มลูกช้ำ ไปบ่ายโมงครึ่ง เรียกตรวจ2โมงครึ่ง เจอหมอหมอบอกไปเอ็กซ์สเรย์ เอ็กซ์สเรย์15นาที มารอหมออีก 2ชั่วโมงครึ่ง เข้าไปหาหมอ หมอบอกเอาน้ำร้อนประคบก็พอ ถามหมอมียาทาไหม หมอบอกไม่ต้อง น้ำร้อนอย่างเดียวพอ โดนค่าหมอไปอีก พันสาม นี่มันอะไรกันสุดยอดเลย ยาก็ไม่มี โดนค่าหมออีก จะประทับใจดีไหมเนี่ย,2,"Come and go, the cheeks of the bruise Half past one Call to check at 2:30 See the doctor. The doctor said. X-ray. X-ray, 15 minutes, waiting for the doctor for another 2 and a half hours. Go to see the doctor. The doctor says that hot water is enough. Ask the doctor, have medication? The doctor said no Hot water only enough Getting the doctor fee by another three thousand. This is nothing. The drug doesn't have any doctor fees. Will it be impressive?"
บริการรวดเร็วฉับไว รู้สึกว่าตัวเองเป็นลูกค้าวีไอพี พยาบาลคอยช่วยเหลือทุกอย่างไม่ต้องทำอะไรเองเลย,5,Fast service Feel yourself a VIP customer. Nurses are on hand to help without having to do anything by themselves.
โดยรวมแล้วบริการค่อนข้างดี แต่มีบางแผนกที่เจ้าหน้าที่ให้ข้อมูลไม่ถูกต้อง รวมทั้งผิดพลาดหลายครั้งเกี่ยวกับเรื่องเจาะเลือด ทำให้เสียเวลาเป็นอย่างมาก,3,Overall the service is quite good. But there are some departments where officials give incorrect information Including many mistakes relating to blood collection Makes a lot of time waste
พอดีพาลูกไปตรวจแต่ที่โรงพยาบาลเเล้วพยาบาลก็เช๊คร่างกายเบื้องต้น วัดไข้ได้ 39 พยาบาลให้รอเเล้วก็ไม่ทำอะไรเลยค่ะ รอนานเป็นชม จนเด็กซึม จนต้องย้ายโรงพยาบาล ทั้งๆที่คนรับบริการก็ไม่เยอะมผิดหวังมากค่ะ เพราะปกติเด็กไข้ขนาดนี้คุณควรเช็ดตัวเเล้วให้ยาลดไข้ก่อน ผิดหวังกับบริการมากๆ,1,"Just take the baby to check, but at the hospital, the nurse can check the body initially, can measure the fever 39, the nurse to wait, then do nothing. Wait for a long time until the child is absorbed until the hospital has to be moved. Although the service is not much, very disappointed. Because children with this fever are usually advised to wipe the body and give antipyretics first. Very disappointed with the service"
เจอหมอพูดจาแย่มาก ไม่รู้​อารมณ์​เสียมาจากใหน หงุดหงิด​ชมัด,1,"See the doctor, talk bad Don't know where the upset comes from Frustrated"
คุณหมอใจดีพูดดีมากๆชอบค่ะๆส่วนค่ารักษาก็แพงไปนะคะเพราะต้องมาพบหมอตามนัดทุกเดือนๆค่ะ,4,"The doctor is very kind, speaks very well. I like it. The treatment fee is too expensive because I have to see the doctor by appointment every month."
คุณหมอเก่งมาก (หมอเด็กคุณหมอพรเทพ) รักษากับคุณหมอประจำ คุณหมอพูดเพราะ พยาบาลก็น่ารักทุกคนคะ แต่ข้อเสียอย่างนึงเวลาเด็กเป็นไข้ไป พยาบาลให้รอ ไม่เช็ดตัว ไม่กินยาเลย คือต้องรอเบิกยาเองถึงจะได้กินยาลดไข้ โดยรวมดีคะ แต่รสชาติอาหารผู้ป่วยในเปลี่ยนไปจากเดิม เมื่อก่อนอร่อยกว่านี้,4,"The doctor is very good. (Child doctor, Dr. Pornthep) treat with regular doctor The doctor said because The nurses are all lovely. But one disadvantage when a child has a fever, go to the nurse to wait, do not wipe the body, do not take medicine at all, must wait for the withdrawal of the medicine by yourself in order to take the medicine to reduce fever overall is good, but the taste of the patient's food has changed from the original Before, it was more delicious."
คุณหมอดอนพิชิตเก่ง ใจดี เอาใจใส่คนไข้ดีมากๆค่ะ,5,"Dr. Don Pichit is good, kind and cares for the patients very well."
หาหมอจงรัก หมออายุรกรรม เมื่อวันที่15มค หมอตรวจเร็วมาก คนไข้ไม่มี แต่รอหมอนานมาก และหมอตรวจไม่ถึง 1 นาที ทานยามา 3 วันแล้ว ไม่ดีขึ้นเลยค่ะ,4,"Find a doctor, loyal doctor, internal medicine on 15 January The doctor checked very fast. The patient didn't have to wait for the doctor for a long time. And the doctor checked for less than 1 minute. Taking medication for 3 days and not improving at all."
เคยมาสองครั้งแล้ว ประทับใจทุกครั้งเลยค่า ชอบตรงที่พนักงานยิ้มตลอดเวลา พูดเพราะตลอดเวลา กิริยาสุภาพตลอดเวลาเช่นกัน. ชอบๆๆ,5,Been two times already Impressed every time Like that the staff smile all the time Speaking all the time Polite manner at all times as well Like
ได้พาคุณแม่ไปตรวจตาที่โรงพยาบาลกรุงเทพมาคะ การบริการดี คุณหมออธิบายถึงสาเหตุการเกิดให้เราได้เข้าใจได้ดีคะ ถามทางกับพยาบาลตอนแรกก็คิดว่าเขาจะอธิบายเสร็จเราเข้าใจก็จบ เห็นเขาลงลิฟต์มาด้วยไม่คิดว่าจะเดินลงมาส่งถึงที่ เพราะกลัวเรากับแม่ไปไม่ถูก นี่แหละคะ เป็นการบริการที่ประทับใจมากอย่างหนึ่งเลยคะ,4,"Brought my mother to have an eye examination at Bangkok Hospital. Good service. The doctor explained the cause for us to understand very well. Asked the way to the nurse. At first I thought that he would finish explaining. We understood, then finished. Saw him coming down the elevator, not thinking of walking down to reach the place Because we are afraid that our mother and I can't go. This is a very impressive service."
ยายเราเข้าทำการผ่าตัดเปลี่ยนลิ้นหัวใจ กับทำบายพาส เราเชื่อใจในความสามารถของรพ.มาก ผ่าตัด 13 ชม หลังจากยายออกจากห้องผ่าตัดเสด วันรุ่งขึ้น สามารถพูดคุยได้ ถอดเครื่องช่วยหายใจได้ หลังจากนั้นก็ไม่ตื่น ฟื้นขึ้นมาอีกเลย ซึ่งหมอไม่สามารถตอบได้ว่าเกิดจากอะไร นอกจากจะบอกว่าน่าจะติดเชื้อ แต่หมอทางด้านติดเชื้อได้ให้ยาคลอบคลุมเชื้อทุกอย่างไว้อยู่แล้ว เราก็ทำได้แต่รอ ส่งเพาะเชื้อกี่รอบก็หาไม่เจอ หมอก็ไม่ค่อยอยากจะคุยกะญาติคนไข้ ตามตัวยากมาก ไปๆมาๆยายมีภาวะช็อคเงียบ บวกกับเป็นโรคไตอยู่แล้ว...,1,"Our grandmother has undergone heart valve replacement surgery and bypass surgery. We trust in the ability of the hospital very much. 13 hours surgery after Grandma left the operating room, Moret. The next day can talk. Removable breathing apparatus After that I didn't wake up. Revived again The doctor cannot answer what is caused. Aside from saying that they should be infected But the infected doctor had already covered everything. We can only wait. No matter how many rounds they sent the culture The doctor does not really want to talk to relatives and patients as it is very difficult. Plus having kidney disease already ..."
ปกติก็ประทับใจมาตลอดนะคะ แต่วันนี้ไม่พอใจมากๆค่ะ มาถึงตั้งแต่ 9.30 รอตรวจเลือดก็รอก็เห็นคนมาทีหลังได้ตรวจก่อนไปถามสรุปว่าพยาบาลเอาไว้ทิ้งที่เคาเตอร์ลืทเอามาให้ห้องเจาะเลือดกว่าจะได้เจาะ 10.30 บอกว่ารอผลประมาณ 1 - 1.30 ช.ม. เที่ยงก็ไปถามบอกเพิ่งได้รัยเลือดยังไม่ได้ตรวจต้องรอผลอีก คือแบบเอาลูกไปด้วยเด็กก็เริ่มจะออแอ เพราะปล่อย้ดินเด็กก็ซนไปตามเด็กต้องเาไว้รถเข็นเค้าก็งอแง ถามว่าถ้าคุณไม่ลืมเอาใบส่งดิฉันไปให้ห้องตรวจเลือดดิฉันต้องมารอนานขนาดนี้ไหมคะ?? คุณพยาบาลแผนกทางเดินอาหาร,2,"I have always been impressed. But today is very dissatisfied. Since 9:30 am waiting for a blood test, waiting to see people later have to check before asking to conclude that the nurse left at the counter to bring the blood to the room to draw 10.30 said that Wait for the result, approximately 1 - 1.30 hours. Noon, then go to ask to tell, just got the blood, not checked yet, have to wait for the result again. Is like taking children with children Because the soil is moved, the child is mischievous Asked if you do not forget to take my delivery certificate to the blood test room, must I wait for this long time ?? Gastroenterologist"
รอดชีวิตมาได้ก้อจากที่นี่แหละ คุณหมอเก่งมาก.,5,Survived from here The doctor is very good.
การบริการของนางพยาบาลดีมาก ทุกๆ 30 นาที ถามคนไข้ตลอด,4,"The nurse's service is very good. Every 30 minutes, always ask the patient."
บริการดี ค่ารักษาค่อนข้างสูง,4,"Good service, relatively high maintenance fee"
รบกวนสร้างห้องน้ำส่วนตัวของพยาบาลด้วยนะคะรู้สึกไม่สะอาดนิดหน่อยพยาบาลก็เหมื่อนแขยงแล้วทำหน้าเหมื่อนรับไม่ได้ถ้าห้องน้ำญาติหรือห้องน้ำผู้ป่วยทำให้พยาบาลบางท่านเป็นได้ขนาดนี้รบกวนทางโรงพยาบาลสร้างเถอะคะ,1,"Please create a private bathroom of the nurse too. Feeling a little unclean. The nurse then moves and then makes a unacceptable face. If the relative or patient bathroom makes some nurses this much, it can be disturbed by the hospital. Let's"
"โรงพยาบาลกรุงเทพ สาขาที่กรุงเทพ, ดีนะ โอเคทุกอย่าง... แต่สาขาที่เชียงใหม่ควรปรับปรุงเรื่องที่จอดรถ",3,"Bangkok Hospital Branches in Bangkok, D.O., okay, everything ... But the Chiang Mai branch should improve the parking"
นิอร เป็นคนใข้ ของคุณหมอสมชัย นันทวิทยา(สูตินรีเวช)คุณหมอ ตัวใหญ่ พูดน้อย แต่ใส่ใจในการรักษามากๆๆๆ เยี่ยมมาก!!!! คะ รักคุณหมอ นะคะ,4,"Ni-On is the use of Dr. Somchai. Gynecology (Obstetrics and Gynecology), a big doctor, to say the least, but very attentive to treatment. Great !!!! Love the doctor"
ชอบบริการดีเร็วหมออธิบายละเอียดเข้าใจง่าย,4,"Like the service, good, fast, the doctor explained in detail, easy to understand"
สะดวกรวดเร็ว คุณหมอที่รักษาด้วยดีทุกท่านค่ะ ถามไถ่อาการอย่างดี เช็คดูแผลให้อย่างละเอียดค่ะ ล้างแผลทำแผลให้เองค่ะ สุภาพมากๆค่ะ ใจดี รุ้สึกอุ่นใจค่ะ พยาบาลบริการดีเช่นกันค่ะ,5,"Convenient and fast. Every doctor who treats well. Asked about the condition well Check the wound thoroughly. Wash the wound, do the wound yourself. Very polite. Kind and feel at ease. The nurse also offers good service."
ที่สะอาดกว้างขวางใหญ่โตมาก การบริการประทับใจมากตั้งแต่เดินลงมาจากรถเลยค่ะ เจ้าหน้าที และพยาบาลทุกท่านน่ารักเอาใจใส่คนไข้อย่างดี อาจารย์หมอผู้ตรวจรักษา พูดจาไพเราะมาก ค่ะตรวจรักษาละเอียด สอบถามอาการคนไข้และอธิบาย อย่างละเอียด เข้าใจได้ง่าย สุดยอดแห่งการให้บริการเลยค่ะ,5,"That is clean, spacious, very big The service is very impressive since walking down from the car. The staff and nurses are all lovely, caring for the patients very well. Doctor, Doctor, Doctor Speak very well Yes, thorough treatment Inquire about patients and explain thoroughly, easily understood The best of service"
ปกติจะมาเยี่ยมป้าหลายครั้งแล้ว ครั้งนี้ได้มาตรวจสุขภาพเอง พี่พยาบาลคอยอำนวยความสะดวกให้ตลอด เห็นเรานั่งรอคิวนานก็เดินมาถามมาเช็คให้ บริการดีค่ะ,5,"I have often visited my aunt many times already. This time I came to check my own health. The nurse is always there to provide convenience. Saw us sitting in the queue for a long time, then came to ask to check for good service"
มาหาหมอที่ศูนย์ผิวหนังและความงามรพ.กรุงเทพแต่ละครั้งใช้เวลารอพบหมอไม่ต่ำกว่า3ชั่วโมง..แต่คุยกับหมอไม่ถึง5นาที เป็นการรอที่น่าเบื่อเสียเวลามาก...ควรรีบแก่ไขด่วน,3,"Each time you come to see a doctor at the Bangkok Hospital Dermatology and Beauty Center, wait no less than 3 hours to see the doctor but talk to the doctor for less than 5 minutes. Waiting is boring, wasting a lot of time ... should hurry to solve it now"
การตรวจละเอียดดี แต่ช้าตรงขั้นตอนรอตรวจแล้วเข้าคิวจ่ายเงินค่ะ,4,"Good inspection But late at the waiting process, then queue to pay"
ไปเจาะก้อนเนื้อเปลือกตาบน ต่อคิวไม่นาน เจาะตาเสร็จมีรถเข็นมารับ,4,"Pierced the lump of the upper eyelid, not long after the piercing was finished. There is a cart to pick up"
คุณหมิก้อเแนกัน้องคะใส่ใจคนไข้พยาลผู้ดูแลใส่ใจดีมากคะเปนกันเองพูดเพราะ,5,"Miko Kengen Nong, who cares about the patients, the cares are very attentive, friendly, say because"
โรงพยาบาลกรุงเทพดูแลดีที่สุดตั้งแต่ที่เคยรักษามา ประทับใจในบริการมากๆครับ,5,"Bangkok Hospital, the best care since ever treated. Very impressed with the service."
