comment,score,en
ขอบคุณมากๆค่ะที่ร.พนี้มีหมอที่รักษาคนนนึงให้หายมาหลายครั้งจนตลอดอายุ30ได้ แม้แต่มะเร็งก็รักษาให้รอดตายได้ ไม่มีจะพูดได้มากกว่าคำว่าขอบคุณมากๆค่ะคุณหมอทุกคนที่รักษาค่ะ,5,"Thank you very much for this hospital. There was a doctor who treated one person for many times until the age of 30. Even cancer can survive. There is no more saying ""Thank you very much"" to all the doctors who treated me."
"สงสัยฉันจะต้องไปใข้บริการที่นี่ ""ฉานจะซี้แง๊ๆๆหว้า""",4,"I have to go to use the service here. ""Shan will be confused."""
บริการดีค่ะ เป็นครั้งแรกที่มาโรงพยาบาลรามาธิบดี สะอาดมาก คุณหมอพูดเพราะ ☺️,4,"Good service, first time coming to Ramathibodi Hospital, very clean, the doctor said because ☺️"
คือเข้าใจนะคะว่าคนไข้เยอะ แต่นี่แผนกฉุกเฉิน นะคะ นั่งรอ 2 ชั่วโมงละ ยังไม่เรียกเลย เซ็ง,1,"Meaning understand that many patients But this is the emergency department. Sitting and waiting for 2 hours, still not called at all."
ดิ ชั้น น.ส.ฉัตรฐารัตณ์ ศรีสวัสดิ์ ต้องขอบขอบพระคุนขณะเพทย์ทุกท่าน ในปี52สูงอายุ21 22ปี หนุปวดท้องมากนึกว่าคงนี้ล่ะไส้ติ้งแตก ให้แทกซี่ใจดีไปส่ง จากยูเนี่ยนมอล ไปร.พ. อร์อยู่1ชั่วโมง คนเยอะมาก หมอไม่รุ้มาจากไหนทั้งนักศึกษา พยาบาล หมอ ญ ช ตรวจร่วม2ช.ม. บอกหนุต้องผ่าตัดเพราะท้องนอกมดลูก หนุไม่มีตังสักบาทเลยอยากกลับบ้าน พยาบาล ก้อวิ่งมาดึงแขน ไว้ สุดท้าย ได้รับการผ่า 21.00. _00.00น ไม่เสียเงินสักบาท เพราะฉุกเฉินมาก และความ ใจดีที่เหนความเปน ความตายคน มากกว่าเงิน หนุขอบคุนช้าไปหลายปี แต่หมอค่ะตอนนี้หนุสบายดี เพราะบุนคุนของรามาธิบดี ขอบคุนจริง ขอบคุนมากค่ะ,5,"The class Ms. Chattharat Srisawat has to thank all Khun Kun for the work. In the year 52, aged 21 and 22 years, Chewy had a lot of stomach aches. Thinking that this would be the gut cracking For the taxi to be generous 1 hour from Union Mall to the hospital. There are a lot of people. Doctors don't know where they come from. Students, nurses, doctors, doctors, doctors, joint examination 2 hours. Tell me to have surgery because of the ectopic stomach. Nook has no money, so I want to go home. The nurse ran and pulled my arm. Finally, I got the surgery. 21.00. Because of the great emergency and the kindness that brings death to people more than money. Thank you for many years But doctor, Nihon is fine now. Because of Khun Ramathibun, Khun Thank you. True, thank you very much."
นางพยาบาลหน่วยคัดกรองศูนย์อุบัติเหตุและเวชศาสตร์ฉุกเฉิน ช่วงเวลา16.00น. วันที่21พ.ย.58 พยาบาลนั่งเล่นแต่มือถือขณะที่ปฏิบัติงาน พอคนไข้มาตรวจอาการชักสีหน้าใส่ ตรวจแบบขอไปที ไม่ถามอาการคนไข้ บอกว่าไม่เป็นอะไรให้ไปรอตรวจที่คลินิกดาวเหลือง แต่พอหมอตรวจบอกว่าติดเชื้อที่ปอด (ระหว่างรอมีชาวต่างชาติพาลูกมาตรวจสื่อสารภาษาอังกฤษไม่ได้ ไม่ยอมเรียกคนอื่นมาคุย จนผู้เป็นแม่เดินออกไปนั่งร้องไห้) ไม่ทราบว่าผู้บริหารของโรงพยาบาลจ้างพยาบาลคนนี้ มาได้อย่างไร เคยดูการทำงานของพยาบาลคนนี้บ้างหรือป่าว เข้าใจว่าคนไข้เยอะ แต่ต้องเข้าใจว่าเป็นงานที่บริการสาธารณะ ในเมื่อเลือกอาชีพนี้แล้วควรทำให้ดีไหม (ถ้าอยากทราบชื่อพยาบาลคนนั้น inboxมาได้),1,"Nurses, Screening Unit, Accident and Emergency Medicine Time 16.00 hrs. 21 Nov '15 The nurse sat on the phone while working. When the patient came to check for facial seizures Make an occasional check Don't ask patients Said that it's okay to go to check at the Yellow Star Clinic But when the doctor said that the lung infection (While waiting, foreigners cannot bring their children to communicate in English. Refusing to call other people to talk Until the mother went out to sit and cry). I don't know how the hospital manager hired this nurse. Have you ever watched this nurse's work? Understand that many patients But must understand that it is a public service job When choosing this profession, should it be good? (If you want to know the name of that nurse inbox)"
ปลายสาย022004249 ไม่ทราบว่ารับมาทำงานได้ไง พูดจาน้ำเสียงแย่มาก เวลารับบุคลากรมาทำงาน ควรจะพิจารณาให้มาก ว่าทำงานบริการนะครับ คนเจ็บป่วยคือคนมีความทุกข์ ควรจะ มีน้ำเสียงที่ดี และเป็นมิตรมากกว่านี้ รพ.ใหญ่โต ปรับปรุง บุคลากรให้ดี จะเจริญขึ้นกว่านี้ครับ,1,"End of the line 022004249 I didn't know how to get him to work. Speaking in a terrible tone. Time to recruit personnel to work Should be considered as much That the service work People who are sick are suffering people should have a good tone. And more friendly, the big hospital will improve the personnel to be more prosperous"
การรับ การส่งต่อ การแนะนำ การรักษา บุคลากรทุกรู้จักหน้าที่และทำด้วยความเต็มใจผมพาลูกมารัษาสองปีได้รับความช่วยเหลือด้วยจิตใจที่ดีงามจากทุกท่านครับ,5,"Receiving, referral, treating personnel, knowing the duty and doing it willingly. I took my two year-old children to receive help with good hearts from all of you."
หัดรับพนักงานที่มีหัวนอนปลายเท้าหน่อยนะค้ะ พูดจาห่วยแตก กริยามารยาทไม่มี กวนตีนสุดๆ #พนักงานหน้าเคาเตอร์ x-rayช่อง1 เราจะเข้ามารับการรักษานะค้ะ ไม่ได้มาขอทาน!,1,"Learn to receive employees who have a toe at the tip of the feet. Talk badly. No manners, no harassment. # Staff in front of the x-ray counter, Channel 1 Don't come begging!"
การบริการของทีมแพทย์และพยาบาลรวมทั้งเจ้าหน้าที่งานต่างๆดูแลผมอย่างเป็นมิตรครับ,5,"The service of the team of doctors and nurses, as well as staff members, are looking after me in a friendly manner."
ห้องเจาะเลือดชั้น 1 ตึกพระเทพ นางแว่นที่นั่งอยู่เคาน์เตอร์พิมพ์บาร์โค้ดบริการได้ยอดแย่มาก พูดจาใช้อารมณ์กับคนไข้ เมิงเปลี่ยนระบบแล้วไม่คุยกัน ออกเอกสารผิด กรูเดินไปเดินมา แก้เอกสารหลายรอบแล้ว ยังจะมาสบถใส่กรูอีก กรูรู้เรื่องกะเมิงมั้ยเนี่ย อิระบบห่าเหว อะไรเนี่ย แถมยังให้กรูเจ็บตัวฟรีเจาะเลือดแล้วเจาะอีก แค่เอกสารออกผิด เมิงรู้มั้ยกว่าจะหาเส้นเจาะเลือดกรูได้มันยากขนาดไหน เจ็บด้วย อิห่าน เลิกทำงานที่นี่ แล้วไปไถนาเลยเมิง ไปทำงานกะควายเลยอิเฟี้ย เฟ็ดแฟร่ เลวยันเล็บ อารมณ์เสียอย่างแรง ห่วย!,1,"Blood Drawing Room, 1st Floor, Phra Thep Nang Nang Building, sitting at the barcode printing counter, service was terrible Speaking emotionally with patients You changed the system and didn't talk to each other, leaving the wrong documents. Edited multiple documents Still swearing at the screw again Do I know what you are doing? What the heck of the system? What's more, I also hurt myself, free my blood and puncture again. Just the wrong document You know, it's hard to find a screw blood line. How hard it hurts. Hehe. Stop working here. Then go to plow Going to work, buffalo. If a bad friend, crazy nails, badly upset!"
อยากจะย้ายเด็ก อายุ3 เดือน มาที่รามา แต่ติดปัญหาที่เตียงเต็ม ขอร้องก็แล้ว อ้อนวอนก็แล้วเพราะน้องอาการหนักจริง แต่ก็ยังได้รับคำตอบเดิมๆ พอจะมีทางออกให้ญาติบ้างมั้ย กราบละคะ ส่งเคสReferไปที่รามาแล้วก็ยังเงียบ ...เด็กชายณฤทธิ์ศักดิ์ สงวนแสง ปัจจุบันรักษาตัวที่ห้อง icu รพ.อานันทมหิดล จ.ลพบุรี,4,"Would like to move a 3-month-old child to Rama but is stuck with the problem of a full bed, begging and begging because it's really serious But still receiving the same answer When there is a way out for relatives? Prostrate. Send refer to the case and then still quiet. ... Nittasak Sa-nguansaeng boy is currently healing at the icu room, Anandamahidol Hospital, Lopburi province."
โรงพยาบาลนี้บริการดี สะดวก สะอาด คุณหมอเก่ง พยาบาลก็ใจดี,5,"This hospital, good service, convenient, clean, good doctor. The nurse is also kind."
4 ดาว สำหรับหมอและพยาบาล แต่ถ้าเปนแม่บ้าน ห่วยมาก พูดจาไม่ดี กริยาไม่ แย่ๆๆๆๆๆ อาคาร 1 ชั้น 9,4,"4 stars for doctors and nurses But if it is a very bad housewife, does not speak well, verbs are not bad, any other, 1st building, 9th floor"
เมื่อวันที่28 เมษายน58 เวลา บ่าย3โมงเพราะปวดท้องเป็นนิ้วในถุงน้ำดีในใจคิดมาตลอดว่า ร.พ. ของรัฐคงจะไม่ดี แต่ผมกับพบว่าเป๊น ร.พ.ที่ดีกว่า ร.พ.เอกชนเสียอีก ไม่ว่าจะเป็นสถานที่สอาด พยาบาลใจดีพูดดีมากๆ หมอทุกท่านก๊ดีจนผมน้ำตาซึม เอาเป็นว่าดีทุกอย่าง ผมจะฝากชีวิตกับ ร.พ.รามาตลอดไปขอขอบพระคุณ คุลคลากรมุกท่านมาด้วยครับ ธรรมนูญ กาญจนจูฑะ,5,"On April 28, 2015 at 3 o'clock due to stomach pain in the gallbladder in the mind, always thinking that the government hospital would not be good. But I found out that Hospital better Private hospital again Whether the place is ard The nurses were very kind and spoke very well. All doctors were so good that I tears down. Conclude everything is good I will leave my life with Rama Hospital forever. Thank you. Your mother is with you, Mukdahan."
เป็นรพ.ที่พัฒนาดี แต่เจ้าหน้าที่ชักสีน่า น้ำเสียง หน้าตาผิวพันดำคล้ำ แถมไม่สนใจคนไข้ ปล่อยให้ยืนเฉย #เจ้าหน้าที่ชั้น4เลเซอร์.,3,"Is a well-developed hospital But the officer drew the color, the tone of the voice, the face was wrapped in black, Also not interested in patients Let stand # Floor staff 4 lasers."
คลีนิคพรีเมืยม สุดยอดครับ เหมือน ร.พ.เอกชนเลย ไม่ต้องรอเข้าคิวแต่เช้า มาตามเวลานัดได้เลย แอร์เย็นสบาย,5,"The clinic is premium. Like the private hospital, so don't have to wait in the queue early. Can arrive by appointment time"
บริการดีมีใจใส่การเงินบางครั้งดุมาก,5,"Good service, financial minded, sometimes very fierce"
แย่มาก ลีลา ทำงานล่าช้า คนไข้เข้าไปตั้งแต่17.30 แต่ได้กลับตี1 คือไรคะ พยาบาลก็พูดจาไม่ไพเราะ ไม่มีครั้งที่สองแน่ๆสำหรับที่นี่,1,"Terrible, rhythmic, delayed work, patients go in since 17.30 But got back at 1 am There is definitely no second time here."
ขอชื่นชม รู้สึกดีมากๆ คุณหมอ พยาบาล เจ้าหน้าที่ บริการดี ให้คำปรึกษา พูดจาไพเราะมากๆๆ รู้สึกดีมากๆจริงๆค่ะ ขอบคุณทุกๆท่านนะคะ ที่เสียสละเป็นประชาชนอย่างเป็นมิตร,5,"Would like to admire, feel very good. It feels really good. Thank you everyone. That sacrificed friendly citizens"
เพิ่งคลอดมาค้าแบบผ่าตัด ขอขอบคุณทีมงานทุกท่านนะค้า ดูแลดีมากๆค้า แผลผ่าตัด สวยค้าไม่มีรอยตะแขบเลย หนูน้อยก็สุขภาพร่ายการแข็งแรงดีค้า:),5,"Just gave birth to surgery Thank you to all of my work team. Very good care, beautiful surgical wounds, no flaws. The baby's health is also very strong. :)"
ลูกเราซนมากทำน้ำหกโดนมองแบบ...เรางี้ทำไรมะถูกเลย...เลยถูพื้นเองอิอิ,4,"My child was very naughty, spilled into water, looked like ... What did we do correctly? ... So mopping the floor by himself."
ระบบห่วยแตก ทีหลังนัดแล้วช่วยตรงเวลาด้วย ไม่ใช่ให้คนไข้มานั่งรอ ก็มีธุระต้องทำเหมือนกัน รู้ว่าหมอไม่ได้ว่างขนาดนั้น แต่ช่วยเปลี่ยนจากช่วงเช้าช่วงบ่ายเป็นระบุเวลาที่ชัดเจนด้วย ถ้ากูรวยกูไปโรงบาลอื่นนานแล้ว ค่ายาคุณก็ไม่ถูกนะ แพงชิบหาย ระบบยังแย่อีก ทำงานรอเงินออกไปวันๆหรอวะ????,1,"The system sucks after the appointment and helps on time. Not allowing patients to sit and wait Also have business to do as well Knew that the doctor wasn't available that much But please change from morning to afternoon to specify the exact time as well If I am rich, I go to other hospitals for a long time. Your medicine cost is not cheap, expensive, missing. The system is still bad. Working and waiting for the money to go out every day ????"
ชอบคุณหมอพยาบาลทุกท่านให้ความใส่ใจและคำแนะนำดีค่ะ,4,"Like all nurses, doctors pay great attention and advice."
"ห่วยมากเรื่องที่จอดรถ โรงพยาบาลลงทุนทำป้ายถาวรมาติดไว้ว่า. ""ที่จอดรถเต็ม"" คือห้ามจอดเลยให้แวะส่งได้เท่านั้น ส่วนที่จอดที่ทำไว้ ทำให้หมอกับเจ้าหน้าที่เท่านั้น ห่วยสุดๆ",1,"Very bad about parking. The hospital invested a permanent sign attached that ""Full parking lot"" means no parking at all, only stop by The parked area Makes the doctor and staff only very bad"
คุณหมอกับพยาบาลแผนกOPD เด็กดีให้บริการดีมากทุกคน เสียอยู่อย่างเดียวแผนกยาเจอเจ้าหน้าที่คนท่ีคิดราคายาบริการห่วยแตก พูดจาแย่มาก คุนหมอสั่งยามาจำนวนหนึ่งแต่พอรับยาได้รับไม่ครบจำนวนก็ถามเจ้าหน้าที่จ่ายยา เขาตอบกลับมาว่าจ่ายได้เพียงเท่านี้เราก็ไม่เข้าใจก็ถามกลับไป เพราะกลัวว่ายาจะไม่พอ คนที่คิดราคายาตอบมาว่าจ่ายครั้งละเท่านี้ เราถามกลับว่าส่วนที่ขาดเราจ่ายเองได้มั๊ย เพราะใช้บัตร30บาท ส่วนี่เหลือเรายินดีจ่าย ยามันจะได้ครบ แต่โดนสวนกลับมาว่ามีเงินก็ซื้อไม่ได้( ด้วยน้ำเสียงที่ไม่น่าฟังเลย ฟังแล้วอารมณ์ขึ้นอยากจะด่ากลับไป) ช่วยอบรบเจ้าหน้าที่ เกี่ยวกับคำพูดที่เหมาะสมและน้ำเสียงที่น่าฟังเวลาพูดกับผู้มารับบริการด้วย,3,"Doctor and nurse in OPD department Good boy, everyone provides very good service. The drug department only met the staff who thought the price of the drug was poor. The talk was terrible. Kun, the doctor ordered a certain amount of medicine, but after receiving the full amount of the drug, I asked the medicine dispenser. He replied that as much as we paid, we didn't understand, then asked back. Because he was afraid that the drug would not be enough The person who thinks the price of the drug answers that it will be paid only once. We asked back if we could pay for the part that we lack. Because using a 30 baht card The rest we are happy to pay. Medicine will get all But being reversed that money cannot be bought (with an inaudible tone at all Listening and feeling more emotional, wanting to insult back) Helping staff fight About the right words and the right tone to hear when speaking to customers"
พยาบาลป้าๆมีอายุหน่อยแผนกหู คอ จมูกชั้นสองตรงช่องยื่นตรวจบัตรพูดจากับคนไข้แย่มากๆคะ ทั้งหน้าตาไม่รับแขกแถมพูดจาเสียงแข็งๆรู้สึกแย่มาก คุณเป็นพยาบาลควรจะมีจิตสำนึกและใจรักบริการกว่านี้นะคะ ถ้าไม่อยากทำก็ลาออกไปเถอะคะ โรงพยาบาลก็ไม่ใช่ไม่มีชื่อเสียงแถมมีมาตรฐานในการรักษาคนไข้ที่ดีด้วย แต่มันจะเสียเพราะคนอย่างคุณนี่ละคะ โรงพยาบาลลองรับเอาไปพิจารณาปรับปรุงในส่วนนี้มากๆด้วยนะคะ,1,"The aunt nurse is a little old. Ear, nose and throat department, second floor at the card examination room, talking to the patient is very bad. Both the face does not receive a guest. Plus, speaking hardly, feels terrible. You are a nurse should have more consciousness and service mind. If you don't want to do so, resign. The hospital is not famous and has good standard of treatment for patients. But it will be broken because of people like you Hospital, try to get to consider improvements in this area too"
รอยานานมาก ระบบจัดการแย่ เสียเวลา อยากให้มีนะบบการจัดการที่ดีกว่านี้ โดยเฉพาะสวัสดิการสำหรับนักศึกษา,1,Waiting for medication for a long time. Poor management system. Waste of time. Want to have better management. Especially welfare for students
มารอคลอดที่ร.พ.รามา กับคุณหมออดิเทพ แจ้งไปแล้วตั้งแต่วันที่ 2 พ.ค. 58 ว่าฤกษ์คลอด คือ 6.20 น. วันนี้เข้ามา นอนรอเตรียมผ่าล่วงหน้า 1 วัน พยาบาลแจ้งว่า เวลาผ่า 7.30 น. แล้วก็มีพยาบาลห้องคลอดมาบอกว่า เวลาผิด เวลาที่ต้องเข้าไปเตรียมตัว 15 นาทีคือ 6.00 น. และคุณหมอจะเริ่มลงมีด เวลา 6.19 น. เลยบอกว่า ขอเป็น 6.21 น. ละกันเพราะกลัวคลาดเคลื่อน พยาบาลห้องคลอดคนเดิมพูดจาไม่ดีบอกคุณหมออาจไม่โอเค เพราะพรุ่งนี้คิวเยอะ ฤกษ์ดี เลยตกใจว่า 1 นาทีก็รอไม่ได้เชียวหรือ ทำไมต้องทำให้เครียดด้วยเวลาแค่นาทีเดียว เราก็ได้หาฤกษ์มาแล้ว และพยาบาลห้องคลอดที่นี่ก็พูดจาไม่ตรงกัน คนนึงบอกหมอคนนี้ใช้เวลา 15 นาที อีกคนบอกเวลาลงมีดกับเวลาผ่าคือเวลาเดียวกัน สับสนมาก ได้แต่ขอสิ่งศักดิ์สิทธิ์ให้พรุ่งนี้ผ่าคลอดโดยไม่มีอุปสรรคทีเถอะ,1,"Waiting to give birth at Rama Hospital With Dr. Adithep Informed since 2 May 2015 that the auspicious time of birth is 6.20 am. Today, go to bed to prepare for surgery 1 day in advance. Nurse informed that the time of operation is 7.30 am. The need to prepare for 15 minutes is 6.00 hrs. And the doctor will start to cut the knife at 6.19 hrs. Therefore, I ask that it be 6.21 hrs. The original delivery room nurse spoke badly, saying the doctor might not be okay. Because tomorrow is a lot of queue, auspicious. So shocked that 1 minute can not wait? Why is it stressful in just one minute? We have already found auspicious time. And the delivery room nurses here don't speak differently One person told this doctor that it took 15 minutes. The other person told me to have a knife and an operation time, which is the same time. It's very confusing. But ask sacred things for tomorrow to give birth without any obstacles."
ได้รับการบริการที่ดีค่ะ,5,Received good service
วันนี้คนไข้เยอะมากม้าก...!!!สงสัยคิวยาวแน่...ที่นั่งไม่มีเลย...ว๊าาา...แย่จัง,4,"Today, there are a lot of patients ... I guess the queue is long ... The seats don't have any ... Wow ... Too bad."
]วันนี้ไปที่เวชศาสตร์ครอบครัว ครับ เป็นคนไข้ใหม่ ไม่ทันคิวตรวจ ห้องสัมภาษณ์ จนท.ไม่สนใจถามอาการป่วย เลย บอกให้มาใหม่ๆๆๆๆ ไม่ง้อว่าจะมาตรวจ หรือไม่มา. ครับ,5,"] Today, go to family medicine. I'm a new patient. Didn't catch the queue to check the interview room until the officer was not interested in asking about the illness. Do not reconcile whether to come check or not."
ขออนุญาตประกาศหาผู้ช่วยผู้ใจบุญพยาบาลกายภาพบำบัดส่วนตัวนอกสถานที่ มาทำที่บ้าน จะมาเช้าเย็นกลับก็ได้มีค่าพิเศษให้ รึถ้าอยู่ไกลจะมาพักที่บ้านกินอยู่ได้ค่ะ ใครที่รู้จักพยาบาลผู้ช่วย กรุณาติดต่อได้ที่ ️0909876767 แอ๊นค่ะ ️0852108156 แม่ค่ะ คุณแม่เดินไม่ได้เส้นยึดหลายที่หลังจากผ่าตัดหน้าขา ซึ่งมะเร็งลามไปหลายที่ หากใครรู้จักผู้ใจบุญ ขออณุญาติช่วยเหลือทีค่ะ ด่วนเลยนะค่ะ รบกวนทีค่ะ คุณแม่สู้มาก แต่ไม่รู้จะประกาศตามหาที่ไหน ขอบคุณมากๆนะค่ะ ช่วยแชร์ด้วยนะค่ะ,5,"Requesting permission to announce an assistant philanthropist, personal physiotherapy nurse outside of the house to do at home, can come in the morning and evening, also have special fees to Or if staying far away, can come to stay at home to eat Who knows nurses who assist Please contact at ️0909876767 Anne. ️0852108156 Mum. Mum can't walk, many fastening lines after leg surgery. The cancer spread in many places. If anyone knows the philanthropist Please ask for assistance. Urgent. Mother, please fight. But I don't know where to find it. Thank you very much Please share."
รพ. เค้าดูทันสมัยดีจิงๆ พยาบาลก็พูดจาดี บริการแป๊ะเวอร์,5,The hospital looks really modern. The nurse spoke well. Popping service
เมื่อวานไปรพ.รามาถึงจะคอยนานสักนิดแต่คุ้มค่ากับการที่ได้รักษา กับคุณหมอผู้มีเมตตาใจดี ถึงคนไข้จะมากแต่คุณหมอก้อยังยิ้มแย้ม สุภาพ คุณหมอจะไหว้คนไข้ก่อนทุกครั้ง ท่านเป็นคุณหมอที่มีจิตใจ งามมีเมตตากับคนไข้ทุกระดับ สมแล้วที่ท่านเป็นคุณหมอรักษาโรค หัวใจท่านชื่อ คุณหมอ ธัชพงศ์ งามอุโฆษ ตึกพระเทพฯ ได้รับการรักษา โรคหัวใจเต้นผิดจังหวะและจี้มาแล้ว ท่านเก่งมาก ขอให้ท่านเจริญๆเถิด ขอชี่นชมท่านพร้อมกับคนไข้อีกหลายคนที่รักษากับท่าน,5,"Yesterday, Rama came to the hospital. Will wait a little long but it's worth the treatment. With the kind and kind doctor Although the patients are very large, but the doctor still smiles politely, the doctor will pay respect to the patient first every time. He is a doctor with a heart. Beauty and compassion for patients of all levels. It is good that you are a doctor. Your heart's name is Dr. Thatchaphong Ngam-ouk, Phra Thep Building. Heart disease, arrhythmia and arrhythmia have arrived. You are very good. May you prosper. I would like to admire you along with many other patients who treated you."
ผมว่าบุคคลากรของทางรพทำหน้าที่ของเขาอย่างเต็มที่นะครับผมไม่ทราบว่าคนอื่นจะคิดอย่างไรแต่ผมยอมรับนะครับผมไม่ค่อยเข้ารพบาลของรัฐสักเท่าไหร่แต่มาเจอที่นี่ผมอยากเข้าใช้บริการครับ,5,"I think the staff of the hospital do their duties fully. I don't know what other people will think, but I admit. I don't really go to the government, but here, I want to use it. Service"
บริการเหี้ยมาก เรื่องมาก ปัดความรับผิดชอบ,1,"Very bad service, a lot of responsibility."
พยาบาล บางคน บางคนนะครับ บริการแย่มาก เห็นผู้ป่วยมายืนรอหน้าการลงทะเบียนของคลินิค(วัยรุ่น) แทนที่จะถามว่าต้องการทำไรคะ กลับคุยกัน พอคุยเสร็จก็เงียบ แล้วก็คว้าโทรสัพท์มาคุยต่อ ยังดีครับมีพยาบาลอีก คนถามผมแทนแต่พยายาลคนนั้นไม่ได้อยู่ข้างหน้าฝ่ายลงทะเบียน,3,"Some nurses, some people. The service is terrible. I see patients standing in front of the clinic's registration (teenagers) instead of asking what they want to do. Then grabbed the pass to talk Still good, have a nurse again The person asked me instead, but that person was not in front of the registration department."
ขอร้องเรียน. คุณหมอ พญ อาจารย์หมอพิมใจ นิภาลักษ์ ในการรักษา ผู้ป่วยซึ่งเป็นหมอประจำคนไข้ของ นางสาว รัตนชนก ไชยศร อาการเกล็ดเลือดต่ำ มีที่ไหนการรักษา ตั้งแต่เข้ารับการรักษามา ไม่เคยตอบไม่เคยอธิบายจั้นตอนการรักษาให้คนป่วยทราบเลย. ตอบอย่างเดียวคือ ให้รักษายังไงก็รักษาไปเถอะ คนไข้ยิ่งเยอะๆ อย่ามาถามอะไรมากได้ไหม,1,"Complain. Dr. Pan, Achan Pimchai Niphaklak, for the treatment of patients who are patients of Miss Rattanachok Chaisorn. Where is the treatment Since being admitted Never answered, never explained treatment procedures to sick people at all. The only answer is Regardless of treatment, however, treat it. The more patients Don't ask me a lot."
รับรักษาทุกคนบริการประทับใจ ประชาสัมพันธ์ยิ้มแย้มแนะนำทาง สถานที่สะอาดมั่นคงบุคคลากรมั่นใจ,4,"Accepting treatment for everyone. Impressive service. Public relations smiling, suggesting the way The place is clean, stable, and personnel are confident."
อาจารย์หมอเก่งและเอาใจใส่ดี พยาบาลก็สวยและนิสัยดี อาหารก็อร่อย,5,The doctor's teachers are smart and attentive. The nurses were beautiful and nice. The food was delicious.
ผมเป็นคนลาวมารักษาพยาบาลดีมาก.พูดจาดี.ขอไห้เมียหายด้วยเถีดๆๆ,5,I am Laotian. I come to the hospital. Very good. Speak well. Wish the wife to disappear as well.
น้องท่ีอยู่หน้าห้องตรวจเวชศาสตร์ครอบครัวน่ารักมากแม้ไม่หล่อแต่ชี้แจงดีมากตั้งแต่. 6. โมงเช้า อธิบาย ตลอดเวลา น่ารักอ่ะ,3,"Nong Ti, in front of the family medicine examination room, very cute, although not handsome, but clarified very well since. 6. The morning explains all the time. Cute."
ตอนนี้รพ.รามากำลังปรับปรุงเยอะเจ้าหน้าที่ก้อเต็มที่นึ ยิ่งเจ้าหน้าที่รถเข็นแล้วต้องขอบคุณมากๆเลยเพราะเราเข็นไปไม่ถูกเลย ตรงนั้นปิดตรงนี้เปิด เข็นไปอธิยายไป,5,"Right now, Rama Hospital is undergoing a lot of renovations. The staff are full. Especially the wheelchair staff. Thank you very much, because we can't go to the wheelchair at all Right there. Close here. Open. Pushed away"
เป็นการมาครั้งแรกค่ะ มารับยาให้ญาติที่อยุ่ต่างจังหวัด มาติดต่อตั้งแต่บ่ายโมงตรง ตอนนี้ยังคงนั่งรออยุ่ค่ะ ยังไม่ได้ไปรอที่โซนจ่ายยาเลย ตอนนี้ผ่านไป2ชั่วโมงครึ่งแล้วค่ะ ยังไม่มีการเรียกหรืออะไรเลยค่ะ เป็นการมาครั้งแรกและไม่ประทับใจมากๆค่ะ ไม่ทราบว่าเป็นการเข้าใจผิดหรือเปล่า อาจเพราะที่นี่คนเยอะอาจจะช้าเป็นปกติ แต่ไม่เคยไป รพ. ไหนช้าขนาดนี้ค่ะเลยเกิดการเปรียบเทียบ ขอบคุณสำหรับพื้นที่แสดงความเห็นค่ะ,1,"It's my first time here. Come to receive medicine for relatives in other provinces Come to contact from one o'clock in the afternoon Right now, I'm still waiting. Haven't gone to the drug delivery zone yet Now, 2 and a half hours have passed. No calling or anything yet. It's a first time visit and isn't very impressed. I don't know if this was a misunderstanding. Maybe because here a lot of people may be slow but normally have never been to any hospital that is so slow. Thank you for the comments area."
พนักงานที่ตึกใหม่ห้องบัตรวันที่8-02-59ไปโรงพยาบาลพนักงานทำเกี่ยวกับรับลองสิทธิ์เคาเตอร์2พูดจาหมาไม่แดกพูดจาไม่มีการศึกษาสวนมากมีแต่คนพูดไม่ดีถามอะไรไม่อยากจะตอบรวมถึงพยาบาลกูพูดไม่ดีเถื่อนทำเหมือนเราไม่ใช่คนเราเคยไปครั้งแรกไม่รู้เรื่องจะถามอะไรบ้างก็พูดไม่ดี,1,"Staff at the new building, card room, date 8-02-16, go to the hospital, staff do about receiving the privilege, counter 2, talking dog, not talking, no education, very garden. Nurse, I speak badly. Do it like we are not people. We have been for the first time. I don't know what to ask."
มีพ่อป่วยหนักปอดติดเชื้ออยู่ซีซียูเจ้าพยายมราชอยากมารักษาที่รามาต้องทำยังไร,5,"With a seriously ill father, lung infection, CCU, the Yama Raja wants to come to treat at Rama, what to do"
ขอบพระคุณคุณหมอ พยาบาล และเจ้าหน้าที่ทุกท่านที่บริการอย่างดีค่ะ,5,"Thank you to all doctors, nurses and staff for good service."
ถ้าจะรอยานานขนาดนี้ ส่งไปรษณีย์ไปที่ย้านก็ได้ค่ะ!!!,1,If waiting for this medicine for too long Can send the post to ya !!!
คุณหมอและพยาบาลดูแลผู้ป่วยเป็นอย่างดีอีกทั้งอัธยาศัยดีพูดจาดีไพเราะทุกท่านเลยค่ะขอบคุณที่ดูแลลูกสาวเป็นอย่างดีขอบคุณจริงๆ,5,"The doctors and nurses looked after the patients very well, and were courteous and spoke well. Thank you for looking after your daughter very well. Thank you very much."
หมอและพยาบาล มีจิตใจที่เสียสละ..ให้การรักษาคนไข้อย่างสุดความสามารถ และการจัดระบบที่นี่ดีมากค่ะ,4,Doctors and nurses are mentally sacrificing .. to treat patients to the best of their ability. And the system arrangement here is very good.
